image/width,image/height,image/object/part/NOSE_TIP/center/x,image/object/part/NOSE_TIP/center/y,image/object/part/NOSE_TIP/score,image/object/part/LEFT_SHOULDER/center/x,image/object/part/LEFT_SHOULDER/center/y,image/object/part/LEFT_SHOULDER/score,image/object/part/RIGHT_SHOULDER/center/x,image/object/part/RIGHT_SHOULDER/center/y,image/object/part/RIGHT_SHOULDER/score,image/object/part/LEFT_ELBOW/center/x,image/object/part/LEFT_ELBOW/center/y,image/object/part/LEFT_ELBOW/score,image/object/part/RIGHT_ELBOW/center/x,image/object/part/RIGHT_ELBOW/center/y,image/object/part/RIGHT_ELBOW/score,image/object/part/LEFT_WRIST/center/x,image/object/part/LEFT_WRIST/center/y,image/object/part/LEFT_WRIST/score,image/object/part/RIGHT_WRIST/center/x,image/object/part/RIGHT_WRIST/center/y,image/object/part/RIGHT_WRIST/score,image/object/part/LEFT_HIP/center/x,image/object/part/LEFT_HIP/center/y,image/object/part/LEFT_HIP/score,image/object/part/RIGHT_HIP/center/x,image/object/part/RIGHT_HIP/center/y,image/object/part/RIGHT_HIP/score,image/object/part/LEFT_KNEE/center/x,image/object/part/LEFT_KNEE/center/y,image/object/part/LEFT_KNEE/score,image/object/part/RIGHT_KNEE/center/x,image/object/part/RIGHT_KNEE/center/y,image/object/part/RIGHT_KNEE/score,image/object/part/LEFT_ANKLE/center/x,image/object/part/LEFT_ANKLE/center/y,image/object/part/LEFT_ANKLE/score,image/object/part/RIGHT_ANKLE/center/x,image/object/part/RIGHT_ANKLE/center/y,image/object/part/RIGHT_ANKLE/score
53.32,91.7,0.0,0.0,0.0,0.5536384096024003,0.10207197382769885,0.96,0.7976369092273063,0.11657579062159212,0.87,0.3201425356339083,0.19171210468920374,0.96,0.0,0.0,0.0,0.08589647411852934,0.11297709923664105,0.94,0.0,0.0,0.0,0.4924981245311326,0.40534351145038156,0.97,0.6592273068267063,0.3957470010905124,0.94,0.47018004501125266,0.6705561613958558,0.99,0.7173668417104276,0.6166848418756814,0.94,0.5148162040510126,0.9311886586695746,1.0,0.8831582895723926,0.8497273718647763,0.96
44.91,90.83,0.0,0.0,0.0,0.5517702070808278,0.13629857976439497,0.93,0.7860164773992433,0.09875591764835406,0.85,0.38989089289690476,0.2923043047451281,0.95,0.0,0.0,0.0,0.09129369850812788,0.22646702631289214,0.91,0.0,0.0,0.0,0.5205967490536628,0.4035010459099414,0.91,0.7176575372968164,0.37674777056038755,0.95,0.5143620574482304,0.6738962897721015,0.91,0.7472723224226231,0.6228118463062864,1.0,0.4981073257626365,0.9360343498843993,0.93,0.875528835448675,0.8687658262688539,0.97
39.64,109.58,0.0,0.0,0.0,0.5438950554994955,0.3237817119912392,0.75,0.687941473259335,0.20651578755247305,0.54,0.4134712411705359,0.46085052016791384,0.78,0.6755802219979826,0.09180507391859831,0.4,0.08476286579212951,0.4039970797590802,0.71,0.8372855701311805,0.031210074831173457,0.42,0.5852674066599391,0.5037415586785909,0.83,0.7439455095862767,0.47700310275597746,0.86,0.5219475277497476,0.7160978280708158,0.89,0.7535317860746722,0.6939222485855082,0.97,0.5027749747729567,0.947435663442234,0.93,0.8604944500504544,0.8975177952181055,1.0
38.26,119.51,0.0,0.0,0.0,0.6471510716152638,0.4171199062839929,0.91,0.5799790904338735,0.2724458204334365,0.78,0.4391008886565592,0.5249769893732743,0.84,0.4670674333507581,0.14467408585055636,0.79,0.09252483010977428,0.4632248347418627,0.78,0.5125457396759007,0.03556187766714082,0.75,0.6983795086251953,0.5583633168772486,0.95,0.6952430737062197,0.5324240649318048,0.85,0.47334030318870773,0.7509831813237385,1.0,0.6581285938316768,0.7321563049117228,0.85,0.5352848928384726,0.9544807965860597,0.96,0.8609513852587559,0.9080411681030877,0.91
38.11,114.51,0.5764891104696938,0.239105754955899,0.66,0.701128312778799,0.39717055279014923,0.81,0.5258462345840992,0.2693214566413414,0.79,0.4481763316714769,0.5127063138590516,0.69,0.32957229073733935,0.15457165313073085,0.8,0.15061663605352948,0.43908828923238147,0.6,0.11335607452112288,0.03781329141559675,0.82,0.7588559433219632,0.5419614007510261,0.91,0.7074258724744157,0.5243210199982533,0.81,0.4250852794542112,0.7428172212033883,1.0,0.6048281290999741,0.7303292288883066,0.82,0.5804250852794544,0.9490874159462056,0.94,0.8514825505116764,0.88306698104969,0.85
50.47,87.12,0.6710917376659402,0.06496786042240583,0.79,0.854567069546265,0.23634067952249774,0.88,0.6259163859718639,0.1006657483930209,0.87,0.736278977610461,0.4055325987144167,0.71,0.38042401426590033,0.07151056014692367,0.69,0.5288290073310877,0.3277089072543616,0.63,0.0865860907469785,0.05027548209366386,0.59,0.8789379829601747,0.4383608815426997,0.92,0.7852189419457103,0.41138659320477505,0.85,0.5965920348722016,0.6652892561983469,1.0,0.6909054884089559,0.657139577594123,0.74,0.7287497523281152,0.9388200183654728,0.97,0.8949871210620174,0.8543388429752067,0.71
52.17,84.58,0.6425148552808123,0.04126270986048722,0.8,0.8451217174621425,0.21340742492314982,0.92,0.5848188614146059,0.09647670844171195,0.9,0.7743914126892846,0.39418302199101446,0.64,0.33908376461567946,0.1369117994797826,0.84,0.5806018784742193,0.3375502482856469,0.63,0.07322215832854118,0.22523055095767336,0.75,0.8332374928119614,0.42468668716008534,0.98,0.6862181330266438,0.4018680539134548,0.91,0.5963197239792987,0.6369117994797825,1.0,0.6459651140502202,0.6631591392764248,0.73,0.6887099865823271,0.9354457318515016,0.94,0.9007092198581562,0.8402695672735874,0.77
45.13,86.13,0.5233769111455783,0.04179728317659346,0.85,0.8127631287391968,0.1967955416231277,0.89,0.47817416352758657,0.09717868338558,0.92,0.816086860181697,0.3715314060141647,0.73,0.23376911145579335,0.2043422733077905,0.91,0.0,0.0,0.0,0.0864170175049851,0.33611981887843945,0.86,0.7569244405052065,0.4018344363171951,0.99,0.5843119875914015,0.3833739695808663,0.97,0.5654775094172386,0.625914315569488,1.0,0.6277420784400617,0.6318355973528387,0.84,0.6128960779968972,0.9393939393939394,0.95,0.8776866829160194,0.8014629049111808,0.73
41.28,87.49,0.38759689922480617,0.03657560864098741,0.82,0.7599321705426357,0.1852783175220026,0.93,0.3306686046511636,0.11258429534803972,0.91,0.9195736434108536,0.3458680992113384,0.87,0.1407461240310078,0.24174191336152712,0.87,0.69452519379845,0.39775974397073965,0.68,0.08139534883720963,0.40016001828780423,0.83,0.6816860465116289,0.39455937821465326,0.99,0.4353197674418611,0.3797005372042519,1.0,0.47432170542635754,0.6117270545205168,0.96,0.5406976744186045,0.5903531832209397,0.79,0.4709302325581395,0.9410218310664078,0.9,0.8347868217054272,0.7507143673562694,0.77
40.89,65.11,0.26681340180973406,0.05344801105820946,0.86,0.6683785766691133,0.21609583781293185,1.0,0.19686965028124262,0.16203348180003088,0.99,0.9227194913181711,0.4048533251420675,0.91,0.08461726583516842,0.36522807556442943,0.97,0.7116654438738084,0.5309476270926125,0.75,0.1413548544876505,0.5679619106128094,0.83,0.6106627537295188,0.5003839655966827,0.97,0.340425531914894,0.48717554907080324,0.97,0.45463438493519276,0.7657809860236525,0.83,0.42920029347028643,0.7611733988634619,0.7,0.0,0.0,0.0,0.8055759354365384,0.9417908155429272,0.63
42.53,89.22,0.18951328474018345,0.04091010984084292,0.86,0.5847636962144369,0.1514234476574758,0.99,0.12015048201269724,0.12642905178211164,1.0,0.904302845050552,0.22259583053127116,0.95,0.08582177286621155,0.27807666442501683,0.94,0.8203620973430517,0.3674064111185833,0.87,0.21020456148600983,0.4168347904057386,0.84,0.5231601222666353,0.38915041470522305,0.98,0.27721608276510745,0.3698722259583053,0.97,0.4004232306607108,0.6198161847119481,0.92,0.507876792852105,0.6171262048867967,0.65,0.3837291323771454,0.9360008966599416,0.92,0.0,0.0,0.0
42.46,86.63,0.16862929816297617,0.047904882835045334,0.55,0.5506358926048044,0.13020893454923238,1.0,0.10197833254828036,0.13944361075839762,0.99,0.904380593499764,0.16414636961791526,0.97,0.10786622703721112,0.3032436800184692,0.97,0.9220442769665562,0.2936627034514602,0.74,0.35798398492698985,0.4014775481934665,0.76,0.5181347150259067,0.39189657162645725,0.98,0.28167687235044697,0.39582130901535256,0.95,0.4081488459726798,0.6564700450190466,0.92,0.4644371172868575,0.6497749047674015,0.64,0.45878473857748375,0.93858940320905,0.92,0.0,0.0,0.0
45.15,83.02,0.1435215946843858,0.0380631173211274,0.81,0.5433001107419706,0.09720549265237284,1.0,0.09324473975636721,0.14514574801252692,0.91,0.8429678848283501,0.09744639845820288,0.89,0.13222591362126182,0.31462298241387626,0.93,0.9242524916943526,0.22307877619850652,0.73,0.385382059800664,0.38400385449289326,0.78,0.4750830564784051,0.4007468079980729,0.95,0.27375415282392057,0.41977836665863644,0.92,0.39490586932447364,0.642495784148398,0.9,0.3946843853820597,0.6623705131293666,0.68,0.429235880398671,0.9330281859792823,0.91,0.0,0.0,0.0
45.1,76.5,0.13215077605321462,0.04222222222222209,0.88,0.529268292682927,0.08810457516339844,0.93,0.08248337028824894,0.15660130718954235,1.0,0.8146341463414636,0.06457516339869278,0.86,0.1853658536585369,0.32875816993464024,0.79,0.9325942350332594,0.1986928104575162,0.65,0.4246119733924607,0.3682352941176469,0.6,0.5549889135254983,0.3789542483660128,0.94,0.32217294900221666,0.3980392156862744,0.95,0.3758314855875829,0.6315032679738559,0.94,0.3949002217294901,0.6966013071895424,0.63,0.4729490022172945,0.9329411764705879,0.92,0.0,0.0,0.0
28.47,74.62,0.16332982086406864,0.04422406861431267,0.85,0.8380751668422907,0.09943714821763623,0.82,0.11766772040744723,0.1448673277941571,0.88,0.0,0.0,0.0,0.24692658939234385,0.3220316269096757,0.73,0.0,0.0,0.0,0.5872848612574649,0.38099705172875914,0.6,0.8317527221636813,0.3733583489681052,0.82,0.4411661397962769,0.3943982846421871,0.84,0.5943097997892525,0.6301259715893863,0.84,0.5925535651563051,0.6728759045832218,0.65,0.7453459782226916,0.9391584025730368,0.87,0.7467509659290499,0.939292414902171,0.46
30.36,73.92,0.1406455862977596,0.030844155844155858,0.78,0.8030303030303029,0.09618506493506473,0.91,0.11824769433465003,0.14055735930735913,1.0,0.0,0.0,0.0,0.19828722002634985,0.31561147186147165,0.94,0.0,0.0,0.0,0.5194334650856384,0.3877164502164502,0.76,0.834980237154149,0.36620670995670984,0.92,0.46475625823451955,0.3828463203463201,0.92,0.5724637681159419,0.6312229437229436,0.89,0.5217391304347818,0.6617965367965366,0.84,0.7213438735177858,0.9420995670995669,0.87,0.7091567852437409,0.9384469696969697,0.7
38.2,77.24,0.11753926701570704,0.04207664422578975,0.8,0.6523560209424087,0.12299326773692389,0.89,0.09633507853403159,0.15639564992232022,0.92,0.9143979057591625,0.2133609528741587,0.57,0.1562827225130897,0.34023821853961683,0.91,0.0,0.0,0.0,0.4277486910994772,0.40471258415328837,0.75,0.6599476439790585,0.3924132573795961,1.0,0.34685863874345546,0.41338684619368216,0.94,0.4678010471204189,0.64810978767478,0.96,0.4054973821989531,0.6756861729673744,0.89,0.5774869109947645,0.9412221646815124,0.91,0.5751308900523567,0.9289228379078198,0.74
38.06,80.05,0.10956384655806513,0.040099937539037844,0.84,0.638728323699422,0.12354778263585242,0.91,0.09143457698370891,0.15377888819487787,0.92,0.9125065685759317,0.25021861336664586,0.62,0.09563846558066175,0.32529668956901925,0.89,0.0,0.0,0.0,0.34419337887545887,0.4048719550281074,0.78,0.6245401996847079,0.4073703935040598,1.0,0.3139779295848657,0.4174890693316676,0.96,0.447976878612717,0.6585883822610868,0.97,0.3286915396741984,0.6623360399750154,0.89,0.5570152390961636,0.9442848219862583,0.91,0.5583289542827115,0.8775765146783261,0.66
