-8.111867308616638184e-01,1.333081245422363281e+00,2.820137977600097656e+00,3.357837200164794922e-01,5.865452885627746582e-01,8.524454832077026367e-01,9.544494748115539551e-01,1.645115256309509277e+00,-6.819490790367126465e-01,-6.901031732559204102e-01,-1.544951081275939941e+00,-8.028476834297180176e-01,-2.662748694419860840e-01,7.993867397308349609e-01,-2.172557115554809570e+00,-5.038982033729553223e-01
-9.145530462265014648e-01,1.302734136581420898e+00,2.817854881286621094e+00,7.561097145080566406e-01,5.847983956336975098e-01,7.041828632354736328e-01,9.256251454353332520e-01,1.670965909957885742e+00,-8.216881752014160156e-01,-8.167701959609985352e-01,-1.568613529205322266e+00,-6.625759005546569824e-01,-1.873514950275421143e-01,8.940248489379882812e-01,-2.204493045806884766e+00,-5.044777989387512207e-01
-6.440718770027160645e-01,1.205431699752807617e+00,1.449956536293029785e+00,1.912371754646301270e+00,1.212899208068847656e+00,5.900906920433044434e-01,6.901068687438964844e-01,2.219926595687866211e+00,-9.557493925094604492e-01,-1.240933179855346680e+00,-1.736912846565246582e+00,-3.528949022293090820e-01,-2.540784478187561035e-01,5.549058914184570312e-01,-1.808591723442077637e+00,-8.492316007614135742e-01
-8.843857645988464355e-01,1.112223625183105469e+00,1.716518878936767578e+00,2.196164131164550781e+00,1.196526527404785156e+00,5.103189945220947266e-01,6.954846382141113281e-01,1.981149315834045410e+00,-1.125658750534057617e+00,-1.049515247344970703e+00,-1.687898516654968262e+00,-3.438971638679504395e-01,-2.962191402912139893e-01,5.622636079788208008e-01,-1.982429146766662598e+00,-8.974911570549011230e-01
-1.340644001960754395e+00,1.250465869903564453e+00,1.352490901947021484e+00,-2.712250947952270508e+00,8.057062029838562012e-01,8.625686913728713989e-02,5.541222095489501953e-01,1.491142511367797852e+00,-5.907557606697082520e-01,-4.300938248634338379e-01,-1.188927650451660156e+00,1.090877205133438110e-01,1.590669155120849609e-01,1.906893610954284668e+00,-9.994551539421081543e-01,-1.183562874794006348e+00
-1.526976943016052246e+00,1.187437295913696289e+00,1.585268974304199219e+00,-2.665420532226562500e+00,7.277521491050720215e-01,-5.520306527614593506e-02,6.405107378959655762e-01,1.455981492996215820e+00,-6.298673152923583984e-01,-3.573376536369323730e-01,-1.064278006553649902e+00,4.779206216335296631e-02,2.234046161174774170e-01,2.030718803405761719e+00,-9.270467758178710938e-01,-1.038578152656555176e+00
-1.817358255386352539e+00,1.049061775207519531e+00,1.874494314193725586e+00,-2.787269115447998047e+00,8.387960195541381836e-01,-2.511219680309295654e-01,7.980442047119140625e-01,1.352028965950012207e+00,-6.987827420234680176e-01,-3.343252539634704590e-01,-8.229976296424865723e-01,-4.994489252567291260e-02,2.832643389701843262e-01,2.066673755645751953e+00,-6.222109198570251465e-01,-1.269315361976623535e+00
-1.935722231864929199e+00,1.161976814270019531e+00,2.325174570083618164e+00,-3.108864545822143555e+00,8.908169269561767578e-01,-1.079780161380767822e-01,7.712116241455078125e-01,1.470570206642150879e+00,-7.720350623130798340e-01,-3.244765400886535645e-01,-5.226579308509826660e-01,-7.743491232395172119e-02,3.385875523090362549e-01,2.022938251495361328e+00,-4.736092090606689453e-01,-1.366322994232177734e+00
-1.886553287506103516e+00,4.770406484603881836e-01,3.299948215484619141e+00,9.657981395721435547e-01,7.228546142578125000e-01,-1.981267631053924561e-01,1.137993693351745605e+00,2.231492280960083008e+00,-1.147133946418762207e+00,3.197514414787292480e-01,-9.771502614021301270e-01,-5.259343981742858887e-01,4.647494256496429443e-01,1.159975767135620117e+00,-1.107244968414306641e+00,-1.666833996772766113e+00
-1.475509047508239746e+00,-2.305735647678375244e-02,3.413656473159790039e+00,-6.018130183219909668e-01,5.985723733901977539e-01,-8.430927991867065430e-03,1.559139966964721680e+00,2.147373676300048828e+00,-1.023683428764343262e+00,4.782105684280395508e-01,-1.042711377143859863e+00,-2.731225490570068359e-01,6.570293903350830078e-01,9.555861949920654297e-01,-9.287971258163452148e-01,-1.896644830703735352e+00
-1.457989215850830078e+00,7.293044924736022949e-01,3.843568325042724609e+00,-2.969370841979980469e+00,6.090041995048522949e-01,1.823004335165023804e-01,1.081879138946533203e+00,1.664175629615783691e+00,-7.766903042793273926e-01,2.427088022232055664e-01,-8.433332443237304688e-01,-1.344927996397018433e-01,7.406346797943115234e-01,1.610229849815368652e+00,-4.943026304244995117e-01,-1.450459361076354980e+00
-1.358678102493286133e+00,-6.852740049362182617e-02,4.313712120056152344e+00,-2.658794164657592773e+00,4.425974488258361816e-01,-1.000289618968963623e-02,1.371086359024047852e+00,1.721052050590515137e+00,-1.048193216323852539e+00,4.317086935043334961e-01,-1.506367087364196777e+00,-2.788841724395751953e-03,5.360743999481201172e-01,7.070422172546386719e-01,-2.000133395195007324e-01,-1.119042277336120605e+00
-1.437975764274597168e+00,-4.106661677360534668e-02,4.688349723815917969e+00,-2.718419075012207031e+00,4.017077684402465820e-01,2.817018330097198486e-02,1.325612664222717285e+00,1.502014398574829102e+00,-1.130236625671386719e+00,4.423820972442626953e-01,-1.791814804077148438e+00,1.570744812488555908e-02,4.178403317928314209e-01,6.435383558273315430e-01,-3.015264868736267090e-02,-9.487019181251525879e-01
-1.488334655761718750e+00,-2.649517357349395752e-02,4.623274803161621094e+00,-2.701777458190917969e+00,4.202134013175964355e-01,2.911521494388580322e-02,1.212170362472534180e+00,1.316991448402404785e+00,-1.158898115158081055e+00,4.118182659149169922e-01,-2.174340009689331055e+00,7.083426415920257568e-02,3.940430581569671631e-01,5.704603195190429688e-01,4.359608888626098633e-02,-9.332060813903808594e-01
-1.518206834793090820e+00,-2.325479686260223389e-01,4.341736316680908203e+00,-2.711420297622680664e+00,5.397203564643859863e-01,9.473465383052825928e-02,1.339048147201538086e+00,1.391875147819519043e+00,-1.197036266326904297e+00,4.058067798614501953e-01,-2.220682859420776367e+00,2.238301187753677368e-01,4.467360079288482666e-01,6.524782776832580566e-01,-7.711352407932281494e-02,-1.054045796394348145e+00
-1.481263995170593262e+00,6.710436940193176270e-02,4.104382038116455078e+00,-2.665013790130615234e+00,5.728057026863098145e-01,-4.080547392368316650e-02,9.856714606285095215e-01,1.353033661842346191e+00,-1.084603428840637207e+00,3.285123109817504883e-01,-2.141014814376831055e+00,1.232206076383590698e-01,3.838861882686614990e-01,6.929539442062377930e-01,-5.284219980239868164e-02,-1.042548418045043945e+00
-1.436668753623962402e+00,3.231763839721679688e-02,4.211733341217041016e+00,-2.652857542037963867e+00,5.599849224090576172e-01,-7.468314468860626221e-02,1.063902258872985840e+00,1.314124464988708496e+00,-1.129000186920166016e+00,2.715845108032226562e-01,-2.234339475631713867e+00,1.397551149129867554e-01,3.326863944530487061e-01,7.240072488784790039e-01,-6.457239389419555664e-02,-9.991503357887268066e-01
-1.418421149253845215e+00,-7.686471939086914062e-02,4.088954925537109375e+00,-2.711577177047729492e+00,4.775055050849914551e-01,-1.237302273511886597e-02,9.992100596427917480e-01,1.240000009536743164e+00,-1.158616423606872559e+00,2.260178327560424805e-01,-2.245227336883544922e+00,2.436183243989944458e-01,3.501814901828765869e-01,7.151036262512207031e-01,3.503978252410888672e-02,-1.028567314147949219e+00
